     Temperature          CDdata          UVdata          FLdata    LowerBoundCD           CDfit    UpperBoundCD    LowerBoundUV           UVfit    UpperBoundUV    LowerBoundFL           FLfit    UpperBoundFL            Phi1            PhiA            PhiB              Ka              Kb        Residual
    3.555000e+02   -6.545059e-01    1.037180e+00    2.705480e-02    9.971036e-07    1.316574e-06    1.636044e-06    9.730636e-01    9.748889e-01    9.767142e-01             NaN    2.453297e-02             NaN    9.514869e-01    4.851314e-02    1.368369e-08    4.229845e-02    9.197919e-05    0.000000e+00
    3.554000e+02   -2.943240e-01    1.038030e+00    2.551970e-02    1.028213e-06    1.356854e-06    1.685496e-06    9.729501e-01    9.747747e-01    9.765993e-01             NaN    2.475245e-02             NaN    9.510528e-01    4.894714e-02    1.410234e-08    4.259412e-02    9.484804e-05    0.000000e+00
    3.553000e+02   -5.631670e-01    1.037650e+00    2.576160e-02    1.060245e-06    1.398379e-06    1.736514e-06    9.728355e-01    9.746595e-01    9.764834e-01             NaN    2.497382e-02             NaN    9.506151e-01    4.938490e-02    1.453393e-08    4.289203e-02    9.780806e-05    0.000000e+00
    3.552000e+02   -2.113430e-01    1.037020e+00    2.616930e-02    1.092966e-06    1.441189e-06    1.789411e-06    9.727200e-01    9.745433e-01    9.763666e-01             NaN    2.519710e-02             NaN    9.501736e-01    4.982643e-02    1.497886e-08    4.319219e-02    1.008622e-04    0.000000e+00
    3.551000e+02   -1.352170e-01    1.036420e+00    2.744850e-02    1.127100e-06    1.485322e-06    1.843544e-06    9.726035e-01    9.744261e-01    9.762487e-01             NaN    2.542230e-02             NaN    9.497282e-01    5.027176e-02    1.543756e-08    4.349462e-02    1.040135e-04    0.000000e+00
    3.550000e+02   -5.731430e-01    1.037120e+00    2.770940e-02    1.162076e-06    1.530820e-06    1.899565e-06    9.724860e-01    9.743079e-01    9.761299e-01             NaN    2.564944e-02             NaN    9.492791e-01    5.072092e-02    1.591045e-08    4.379934e-02    1.072651e-04    0.000000e+00
    3.549000e+02   -6.861709e-01    1.036200e+00    2.841550e-02    1.198146e-06    1.577727e-06    1.957308e-06    9.723674e-01    9.741887e-01    9.760100e-01             NaN    2.587853e-02             NaN    9.488260e-01    5.117394e-02    1.639796e-08    4.410637e-02    1.106203e-04    0.000000e+00
    3.548000e+02   -8.808560e-01    1.035640e+00    2.775870e-02    1.235680e-06    1.626085e-06    2.016490e-06    9.722478e-01    9.740684e-01    9.758891e-01             NaN    2.610959e-02             NaN    9.483691e-01    5.163084e-02    1.690057e-08    4.441572e-02    1.140825e-04    0.000000e+00
    3.547000e+02   -6.734756e-01    1.035870e+00    2.770090e-02    1.274196e-06    1.675940e-06    2.077685e-06    9.721272e-01    9.739472e-01    9.757672e-01             NaN    2.634262e-02             NaN    9.479083e-01    5.209166e-02    1.741873e-08    4.472742e-02    1.176550e-04    0.000000e+00
    3.546000e+02   -7.131545e-01    1.034800e+00    2.901500e-02    1.314182e-06    1.727339e-06    2.140497e-06    9.720055e-01    9.738249e-01    9.756442e-01             NaN    2.657765e-02             NaN    9.474436e-01    5.255642e-02    1.795294e-08    4.504149e-02    1.213415e-04    0.000000e+00
    3.545000e+02   -3.504150e-01    1.035790e+00    2.872200e-02    1.354512e-06    1.780330e-06    2.206148e-06    9.718828e-01    9.737015e-01    9.755202e-01             NaN    2.681469e-02             NaN    9.469748e-01    5.302515e-02    1.850370e-08    4.535794e-02    1.251457e-04    0.000000e+00
    3.544000e+02   -2.098420e-01    1.035230e+00    2.781350e-02    1.397368e-06    1.834962e-06    2.272556e-06    9.717591e-01    9.735771e-01    9.753952e-01             NaN    2.705375e-02             NaN    9.465021e-01    5.349789e-02    1.907152e-08    4.567679e-02    1.290714e-04    0.000000e+00
    3.543000e+02   -4.811540e-01    1.035730e+00    2.802030e-02    1.440701e-06    1.891287e-06    2.341874e-06    9.716343e-01    9.734517e-01    9.752691e-01             NaN    2.729485e-02             NaN    9.460253e-01    5.397465e-02    1.965693e-08    4.599807e-02    1.331226e-04    0.000000e+00
    3.542000e+02   -4.050550e-01    1.035400e+00    2.797170e-02    1.485645e-06    1.949358e-06    2.413071e-06    9.715084e-01    9.733251e-01    9.751419e-01             NaN    2.753800e-02             NaN    9.455445e-01    5.445547e-02    2.026048e-08    4.632179e-02    1.373033e-04    0.000000e+00
    3.541000e+02   -5.179580e-01    1.035170e+00    2.929240e-02    1.532371e-06    2.009229e-06    2.486087e-06    9.713814e-01    9.731975e-01    9.750137e-01             NaN    2.778321e-02             NaN    9.450596e-01    5.494037e-02    2.088274e-08    4.664798e-02    1.416178e-04    0.000000e+00
    3.540000e+02   -7.857131e-01    1.034670e+00    3.006530e-02    1.580005e-06    2.070956e-06    2.561907e-06    9.712533e-01    9.730688e-01    9.748844e-01             NaN    2.803051e-02             NaN    9.445706e-01    5.542939e-02    2.152429e-08    4.697664e-02    1.460705e-04    0.000000e+00
